,title,feed_type,link,description,date,image,publisher,stocks,_id
315,LIC Housing Finance Q4 Review - Stupendous Growth Momentum Continues Grabbing Market Share: ICICI Securities,news-article,https://www.bloombergquint.com/research-reports/lic-housing-finance-q4-review-stupendous-growth-momentum-continues-grabbing-market-share-icici-securities,LIC Housing Finance Q4 Review - Stupendous Growth Momentum Continues Grabbing Market Share: ICICI Securities,2021-06-17 19:50:24.000,https://pocket-image-cache.com/direct?url=http://gumlet.assettype.com/bloombergquint%2F2021-06%2F56fe04c4-cd44-4d5a-87f8-38d1c4503b4d%2FResidential_buildings_stand_in_Noida__Uttar_Pradesh__India__Photographer_Anindito_MukherjeeBloomberg.jpg?w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/bloombergquint.png', 'id': 'www.bloombergquint.com', 'name': 'Bloomberg Quint'}","[{'sid': 'ICCI'}, {'sid': 'LICH'}]",60cb5b87833433543a488997
316,"Market Movers: Cyclicals take a beating on Fed’s policy shift, LIC Housing tumbles",news-article,https://economictimes.indiatimes.com/markets/stocks/news/market-movers-cyclicals-take-a-beating-on-feds-policy-shift-lic-housing-tumbles/articleshow/83605370.cms,"Shares of steel, banks, state-owned companies, real estate companies and commodity makers tumbled as if not the US Fed, but the RBI had suggested that its time to light a fire under those policy rates they have been holding for so long.",2021-06-17 18:10:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-83605338,width-1070,height-580,imgsize-757816,overlay-etmarkets/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}","[{'sid': 'LICH'}, {'sid': '.NIFTYREAL'}]",60cb4615833433543a488892
317,LIC Housing Finance: Balance Sheet Beefs Up; P&L To Stay Soft,news-article,https://in.investing.com/analysis/lic-housing-finance-balance-sheet-beefs-up-pl-to-stay-soft-200480858,LIC Housing Finance: Balance Sheet Beefs Up; P&L To Stay Soft,2021-06-17 12:34:00.000,https://pocket-image-cache.com/direct?url=http://i-invdn-com.investing.com/redesign/images/seo/investingcom_analysis_og.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/investing-com.png', 'id': 'in.investing.com', 'name': 'Investing.com'}",[{'sid': 'LICH'}],60cafedb833433543a488545
318,LIC Housing shares down 0.63% as Nifty drops,news-article,https://economictimes.indiatimes.com/markets/stocks/stock-watch/lic-housing-shares-down-0-63-as-nifty-drops/articleshow/83597280.cms,"A total of 143,404 shares changed hands on the counter till 11:33AM (IST).",2021-06-17 11:33:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-75454683,width-1070,height-580,imgsize-203857,overlay-etmarkets/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}","[{'sid': 'IDTI'}, {'sid': 'LICH'}, {'sid': 'MIRA'}, {'sid': '.NSEI'}]",60caead6833433543a488452
319,"Buy LIC Housing Finance, target price Rs 600: Motilal Oswal",news-article,https://economictimes.indiatimes.com/markets/stocks/recos/buy-lic-housing-finance-target-price-price-rs-600-motilal-oswal/articleshow/83594425.cms,"LIC Housing Finance Ltd., incorporated in the year 1989, is a Large Cap company (having a market cap of Rs 24983.34 Crore) operating in NBFC sector.",2021-06-17 09:05:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-83594437,width-1070,height-580,imgsize-18771,overlay-etmarkets/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}","[{'sid': 'LICH'}, {'sid': 'MOFS'}]",60cac78c833433543a4882e2
320,LIC Housing Finance’s bad loan troubles are far from getting over,news-article,https://www.livemint.com/market/mark-to-market/lic-housing-finance-s-bad-loan-troubles-are-far-from-getting-over-11623858811074.html,"Despite the provisions, LIC Housing Finance’s coverage ratio at 40% is far lower than most peers in the industry",2021-06-16 21:30:12.000,https://pocket-image-cache.com/direct?url=http://images.livemint.com/img/2021/06/16/600x338/licfl_1605096188482_1605096387798_1623858865806.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/livemint.png', 'id': 'www.livemint.com', 'name': 'Livemint'}",[{'sid': 'LICH'}],60ca2416833433543a487fd5
321,Provisions pulled down LIC Housing’s best performance in three decades: MD,news-article,https://economictimes.indiatimes.com/markets/expert-view/provisions-pulled-down-best-performance-by-lic-housing-in-three-decades-md/articleshow/83572249.cms,"“If you look at the quarter-wise performance, Q4 of the last financial year was the best in the company in the past three decades.”",2021-06-16 16:44:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-83571650,width-1070,height-580,imgsize-559603,overlay-etmarkets/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'LICH'}],60c9eb78833433543a487d7b
322,"Best performance in past three decades in Q4: Y Viswanatha Gowd, LIC Housing",news-article,https://economictimes.indiatimes.com/industry/banking/finance/best-performance-in-past-three-decades-in-q4-y-viswanatha-gowd-lic-housing/articleshow/83571142.cms,"“If you look at the quarter-wise performance, Q4 of the last financial year was the best in the company in the past three decades.”",2021-06-16 16:44:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-83571650,width-1070,height-580,imgsize-559603,overlay-economictimes/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'LICH'}],60c9e4c2833433543a487d23
323,Share price of LIC Housing falls as Sensex drops 138.41 points,news-article,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-lic-housing-falls-as-sensex-drops-138-41-points/articleshow/83568701.cms,"A total of 721,528 shares changed hands on the counter till 02:14PM (IST)",2021-06-16 14:14:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-83568701,width-1070,height-580,imgsize-154539,overlay-etmarkets/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'LICH'}],60c9c363833433543a487bab
324,LIC Housing Finance dips 4% on profit booking post Q4 results,news-article,https://www.business-standard.com/article/markets/lic-housing-finance-dips-4-on-profit-booking-post-q4-results-121061600341_1.html,Provisions jumped sharply to Rs 977 crore in the quarter under review against Rs 181 crore (QoQ),2021-06-16 11:03:00.000,https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2021-06/15/full/1623761375-9782.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}",[{'sid': 'LICH'}],60c9945a833433543a48799f
325,LIC Housing stock slips after consolidated net profit declines in the March quarter,news-article,https://www.indiainfoline.com/article/news-top-story/lic-housing-stock-slips-after-consolidated-net-profit-declines-in-the-march-quarter-121061600483_1.html,The sales rose 0.95% to Rs4981.84cr in the quarter ended March 2021 as against Rs4935.20cr during the previous quarter ended March 2020.,2021-06-16 10:01:00.000,https://pocket-image-cache.com/direct?url=http://content.indiainfoline.com/_media/iifl/img/article/2017-10/13/full/1507866195-5701.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/iifl.png', 'id': 'www.indiainfoline.com', 'name': 'India Infoline'}",[{'sid': 'LICH'}],60c9de2b833433543a487cca
326,"Sensex sheds 100 points, Nifty slips below 15,850; LIC Housing, Adani Ports drop up to 3%",news-article,https://economictimes.indiatimes.com/markets/stocks/news/sensex-sheds-100-points-nifty-slips-below-15850-lic-housing-adani-ports-drop-up-to-3/videoshow/83563648.cms,"Opening Bell: Sensex sheds 100 points, Nifty slips below 15,850; LIC Housing, Adani Ports drop up to 3%",2021-06-16 09:49:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-83563648,width-1070,height-580,overlay-etmarkets/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}","[{'sid': 'APSE'}, {'sid': 'IDTI'}, {'sid': 'LICH'}, {'sid': 'MIRA'}, {'sid': '.NSEI'}]",60c98431833433543a4878e3
327,LIC Housing Finance Share Price Falls 3% Post Q4 Results,news-article,https://www.moneycontrol.com/news/business/stocks/lic-housing-finance-share-price-falls-3-post-q4-results-7040401.html,"Net interest income (NII) rose by 33 percent to Rs 1,505 crore, as against Rs 1,134 crore for the same period in the previous year.",2021-06-16 09:48:47.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2021/06/insurance_lifeinsurance-1-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}",[{'sid': 'LICH'}],60c9837d833433543a4878da
328,Sensex drops ahead of Fed meet outcome; LIC Housing declines 2%,news-article,https://economictimes.indiatimes.com/markets/stocks/news/sensex-declines-as-bank-stocks-weigh-on-dalal-street/articleshow/83563038.cms,Analysts awaited updates from the US central bank’s policy review due later in the day for clues on interest rates in the world’s largest economy going forward.,2021-06-16 09:41:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-83563004,width-1070,height-580,imgsize-100596,overlay-etmarkets/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'LICH'}],60c98432833433543a4878e5
329,"LIC Housing Finance, Wipro, Lupin: Top Stocks For Investors on June 16",news-article,https://www.news18.com/news/business/lic-housing-finance-wipro-lupin-top-stocks-for-investors-on-june-16-3852914.html,Indian stock markets may open lower on Wednesday amid mixed global cues and investors await the interest rates decision to be announced by the US Federal Reserve.,2021-06-16 09:23:52.000,https://pocket-image-cache.com/direct?url=http://images.news18.com/ibnlive/uploads/2021/05/1620017028_bse.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/news18.png', 'id': 'www.news18.com', 'name': 'News18'}","[{'sid': 'LICH'}, {'sid': 'LUPN'}, {'sid': 'WIPR'}]",60c97e6b833433543a4878b3
